Comparison number,Winner ID,Loser ID,Is musician,
1165,220,199,1,1394849080,
1166,192,114,1,1394850162,
1167,114,109,1,1394850184,
1168,17,96,1,1394850211,
1169,196,172,1,1394850237,
1170,183,68,0,1394850344,
1171,21,68,0,1394850381,
1172,181,176,0,1394850414,
1173,76,212,0,1394850439,
1174,24,43,0,1394850461,
1175,175,216,1,1394851198,
1176,27,95,1,1394851251,
1177,202,28,1,1394851281,
1178,206,191,1,1394851306,
1179,30,6,1,1394851330,
1180,194,51,0,1394852382,
1181,175,35,0,1394852411,
1182,112,108,0,1394852430,
1183,220,219,0,1394852452,
1184,94,200,0,1394852473,
1185,94,200,0,1394852484,
1186,65,39,0,1394852562,
1187,62,215,0,1394852582,
1188,210,116,0,1394852604,
1189,213,114,0,1394852627,
1190,119,43,0,1394852646,
1191,166,216,0,1394855713,
1192,33,109,0,1394855713,
1193,134,79,0,1394855738,
1194,208,206,0,1394855771,
1195,189,50,1,1394856245,
1196,208,51,1,1394856260,
1197,205,52,1,1394856285,
1198,110,112,1,1394856304,
1199,219,103,1,1394856323,
1200,210,192,1,1394856355,
1201,210,219,1,1394857949,
1202,205,28,1,1394857975,
1203,108,60,1,1394858000,
1204,187,61,1,1394858023,
1205,170,213,1,1394866918,
1206,193,105,1,1394867035,
1207,183,106,1,1394867079,
1208,68,115,0,1394867098,
1209,70,105,0,1394867124,
1210,188,103,1,1394867125,
1211,52,107,0,1394867146,
1212,174,30,0,1394867218,
1213,196,168,0,1394867250,
1214,65,76,0,1394867265,
1215,201,105,0,1394867284,
1216,211,182,0,1394867336,
1217,28,79,0,1394867359,
1218,151,153,0,1394867382,
1219,184,76,0,1394867425,
1220,202,210,0,1394867433,
1221,159,148,0,1394867456,
1222,119,125,0,1394867468,
1223,65,173,1,1394867471,
1224,187,88,0,1394867472,
1225,183,218,0,1394867477,
1226,176,127,0,1394867481,
1227,92,209,0,1394867486,
1228,209,174,1,1394867493,
1229,95,43,0,1394867508,
1230,92,96,0,1394867530,
1231,207,216,0,1394868796,
1232,161,163,1,1394869948,
1233,182,97,1,1394869979,
1234,220,6,1,1394870005,
1235,43,7,1,1394870033,
1236,116,196,1,1394870108,
1237,112,119,1,1394870136,
1238,166,174,1,1394870166,
1239,92,206,1,1394870191,
1240,163,111,1,1394870214,
1241,199,176,1,1394870223,
1242,181,148,1,1394870249,
1243,191,109,1,1394872688,
1244,17,33,1,1394872723,
1245,196,172,1,1394872759,
1246,212,183,1,1394872836,
1247,217,21,1,1394872867,
1248,181,191,1,1394872894,
1249,212,30,1,1394872928,
1250,208,24,1,1394872954,
1251,116,181,1,1394872986,
1252,175,217,1,1394873022,
1253,214,27,1,1394873068,
1254,203,28,1,1394873074,
1255,88,191,1,1394873078,
1256,218,30,1,1394873082,
1257,214,158,1,1394873104,
1258,115,94,1,1394873124,
1259,177,194,1,1394873524,
1260,191,35,1,1394873558,
1261,203,108,1,1394873580,
1262,220,174,1,1394873616,
1263,200,28,1,1394873646,
1264,215,30,1,1394873693,
1265,210,200,0,1394873719,
1266,116,213,1,1394873727,
1267,43,24,0,1394873748,
1268,168,158,1,1394873749,
1269,215,216,0,1394873771,
1270,134,114,1,1394873773,
1271,108,187,1,1394873803,
1272,168,163,1,1394873897,
1273,103,51,1,1394873921,
1274,109,52,1,1394873940,
1275,96,110,1,1394873962,
1276,192,217,0,1394874142,
1277,56,187,0,1394874185,
1278,220,153,0,1394874206,
1279,61,219,0,1394874226,
1280,205,182,0,1394874248,
1281,60,62,0,1394874267,
1282,61,159,0,1394874286,
1283,216,62,0,1394874305,
1284,189,167,0,1394874325,
1285,153,65,1,1394875244,
1286,103,106,0,1394875376,
1287,182,68,1,1394875491,
1288,209,107,1,1394875506,
1289,177,182,1,1394875529,
1290,176,114,1,1394875557,
1291,174,97,1,1394875578,
1292,24,168,1,1394875610,
1293,125,76,1,1394875641,
1294,52,211,0,1394875707,
1295,184,177,0,1394875981,
1296,70,202,0,1394876022,
1297,151,21,0,1394876026,
1298,195,158,0,1394876041,
1299,28,119,0,1394876097,
1300,174,88,0,1394876125,
1301,209,28,1,1394876134,
1302,151,127,1,1394876151,
1303,218,211,0,1394876164,
1304,203,212,0,1394876233,
1305,39,95,1,1394876302,
1306,167,213,0,1394877112,
1307,207,215,0,1394877141,
1308,177,113,1,1394878663,
1309,161,109,1,1394878696,
1310,194,217,0,1394878724,
1311,159,6,0,1394878764,
1312,196,177,1,1394878877,
1313,192,166,0,1394879509,
1314,188,111,0,1394879548,
1315,167,199,0,1394879605,
1316,148,116,0,1394879647,
1317,114,203,0,1394879649,
1318,17,76,0,1394879721,
1319,188,204,0,1394879751,
1320,196,172,1,1394879754,
1321,21,61,1,1394879782,
1322,207,183,0,1394879787,
1323,181,24,0,1394879902,
1324,70,175,1,1394880005,
1325,27,21,1,1394880032,
1326,28,148,1,1394880060,
1327,117,50,0,1394880684,
1328,214,17,0,1394880775,
1329,187,115,0,1394880811,
1330,170,194,0,1394880856,
1331,35,94,0,1394880879,
1332,99,54,1,1394881248,
1333,220,214,1,1394881283,
1334,113,200,1,1394881328,
1335,215,24,1,1394881427,
1336,213,35,0,1394881784,
1337,43,6,0,1394881794,
1338,188,158,0,1394881806,
1339,175,216,0,1394881832,
1340,134,205,0,1394881848,
1341,208,117,0,1394881907,
1342,76,187,0,1394881930,
1343,163,114,0,1394881943,
1344,50,148,0,1394881953,
1345,51,206,0,1394881977,
1346,52,183,0,1394881992,
1347,214,192,0,1394882381,
1348,56,21,0,1394882411,
1349,153,173,0,1394882462,
1350,219,175,0,1394882515,
1351,192,205,0,1394882550,
1352,189,62,1,1394883239,
1353,176,189,1,1394883253,
1354,191,170,1,1394883288,
1355,43,105,1,1394883738,
1356,106,116,1,1394883783,
1357,205,68,1,1394883820,
1358,161,70,1,1394883867,
1359,107,189,1,1394883874,
1360,176,68,1,1394883883,
1361,174,70,1,1394883891,
1362,168,35,1,1394883898,
1363,189,76,1,1394883904,
1364,70,201,1,1394883912,
1365,211,95,1,1394883919,
1366,177,68,1,1394883924,
1367,183,79,1,1394883927,
1368,184,172,1,1394883935,
1369,204,202,1,1394883944,
1370,151,106,1,1394883945,
1371,195,187,1,1394883952,
1372,159,194,1,1394883960,
1373,95,173,1,1394883968,
1374,196,119,1,1394883976,
1375,88,7,1,1394883983,
1376,209,6,1,1394883990,
1377,7,218,1,1394883998,
1378,127,27,1,1394884007,
1379,92,76,1,1394884014,
1380,203,61,1,1394884023,
1381,183,94,1,1394884030,
1382,6,95,1,1394884051,
1383,208,96,1,1394884058,
1384,112,97,1,1394884066,
1385,62,125,1,1394884076,
1386,199,167,1,1394884083,
1387,207,187,1,1394884090,
1388,127,117,1,1394884097,
1389,113,106,1,1394884105,
1390,217,114,1,1394884113,
1391,161,79,1,1394884122,
1392,182,168,1,1394884129,
1393,28,6,1,1394884136,
1394,184,7,1,1394884142,
1395,208,196,1,1394884149,
1396,215,112,1,1394884158,
1397,163,166,1,1394884167,
1398,206,188,1,1394884173,
1399,174,111,1,1394884181,
1400,153,199,1,1394884189,
1401,148,108,1,1394884196,
1402,114,94,1,1394884204,
1403,21,109,1,1394884213,
1404,174,17,1,1394884220,
1405,92,172,1,1394884227,
1406,204,163,1,1394884234,
1407,183,211,1,1394884242,
1408,21,56,1,1394884276,
1409,181,115,1,1394884282,
1410,212,211,1,1394884289,
1411,200,24,1,1394884297,
1412,176,116,1,1394884304,
1413,175,108,1,1394884312,
1414,27,65,1,1394884320,
1415,163,28,1,1394884327,
1416,127,191,1,1394884333,
1417,30,109,1,1394884357,
1418,214,62,1,1394884363,
1419,189,115,1,1394884370,
1420,35,27,1,1394886189,
1421,108,216,1,1394886209,
1422,200,92,1,1394886231,
1423,39,114,1,1394886251,
1424,215,95,1,1394886274,
1425,214,210,1,1394886294,
1426,88,220,0,1394886338,
1427,43,220,0,1394886384,
1428,92,158,0,1394886415,
1429,183,216,0,1394886443,
1430,134,43,0,1394886486,
1431,208,163,0,1394886524,
1432,183,163,0,1394887456,
1433,168,51,1,1394887973,
1434,168,51,1,1394887974,
1435,159,110,1,1394888019,
1436,192,107,0,1394888790,
1437,209,56,0,1394888813,
1438,219,17,1,1394888984,
1439,205,127,1,1394889017,
1440,33,60,1,1394889046,
1441,105,61,1,1394889080,
1442,202,62,1,1394889111,
1443,208,65,0,1394889279,
1444,163,170,1,1394889289,
1445,35,106,0,1394889345,
1446,17,68,1,1394889379,
1447,113,70,1,1394889420,
1448,107,65,1,1394889447,
1449,174,30,0,1394891401,
1450,95,50,1,1394892568,
1451,201,200,0,1394893302,
1452,173,211,0,1394893326,
1453,79,193,0,1394893352,
1454,151,148,0,1394893368,
1455,148,184,0,1394893390,
1456,161,202,0,1394893414,
1457,193,116,0,1394893424,
1458,173,176,0,1394894524,
1459,92,88,0,1394894875,
1460,92,30,0,1394895572,
1461,94,151,0,1394895607,
1462,167,95,0,1394895614,
1463,96,176,0,1394895617,
1464,97,194,0,1394895619,
1465,200,125,0,1394895622,
1466,108,207,0,1394898362,
1467,103,113,0,1394899290,
1468,217,110,0,1394899305,
1469,111,161,0,1394899315,
1470,6,195,0,1394901552,
1471,7,21,0,1394901572,
1472,218,196,0,1394901575,
1473,176,112,0,1394901578,
1474,61,166,0,1394901581,
1475,206,106,0,1394901595,
1476,111,21,0,1394901621,
1477,202,199,0,1394901634,
1478,206,109,0,1394903058,
1479,116,17,0,1394903085,
1480,177,172,0,1394903109,
1481,200,21,0,1394907655,
1482,51,181,0,1394907683,
1483,172,212,0,1394907720,
1484,173,24,0,1394907748,
1485,116,60,0,1394907778,
1486,50,27,0,1394908665,
1487,191,62,1,1394908692,
1488,106,30,1,1394908704,
1489,214,189,1,1394908708,
1490,115,113,1,1394908709,
1491,76,33,1,1394908711,
1492,211,194,1,1394908712,
1493,92,35,1,1394908714,
1494,174,108,1,1394908716,
1495,220,35,1,1394908717,
1496,219,200,1,1394908719,
1497,127,39,1,1394908720,
1498,215,167,1,1394908721,
1499,210,170,1,1394908723,
1500,213,184,1,1394908726,
1501,113,43,1,1394908727,
1502,158,30,1,1394908728,
1503,216,108,1,1394908730,
1504,208,188,1,1394909397,
1505,187,65,1,1394909405,
1506,170,163,1,1394909409,
1507,51,61,1,1394909487,
1508,52,21,1,1394909501,
1509,148,110,1,1394909518,
1510,153,105,0,1394910735,
1511,209,219,0,1394910901,
1512,50,205,0,1394910915,
1513,216,60,0,1394910926,
1514,61,214,0,1394910942,
1515,106,62,0,1394910957,
1516,60,189,0,1394910973,
1517,170,30,0,1394910995,
1518,68,105,1,1394913091,
1519,219,68,1,1394913149,
1520,192,188,1,1394913166,
1521,70,204,1,1394913182,
1522,107,92,1,1394913222,
1523,177,107,1,1394913235,
1524,183,176,1,1394913249,
1525,174,108,1,1394913269,
1526,168,181,1,1394913286,
1527,175,76,1,1394913304,
1528,201,61,1,1394913364,
1529,211,199,1,1394913379,
1530,6,79,1,1394913393,
1531,151,159,1,1394913410,
1532,214,184,1,1394913423,
1533,202,33,1,1394913439,
1534,195,205,1,1394913459,
1535,106,193,1,1394913480,
1536,127,159,1,1394913497,
1537,173,191,1,1394913513,
1538,119,96,1,1394913532,
1539,43,88,1,1394913572,
1540,209,174,1,1394913588,
1541,52,218,1,1394913655,
1542,127,189,1,1394913669,
1543,92,68,1,1394913720,
1544,203,195,1,1394913739,
1545,183,94,1,1394913753,
1546,95,194,1,1394913772,
1547,96,115,1,1394913786,
1548,125,97,1,1394913800,
1549,173,125,1,1394913812,
1550,167,218,1,1394913826,
1551,207,201,1,1394913843,
1552,117,108,1,1394913857,
1553,65,217,1,1394914781,
1554,188,161,1,1394914801,
1555,7,50,1,1394915608,
1556,196,212,1,1394915628,
1557,112,43,1,1394915642,
1558,207,166,1,1394915653,
1559,206,116,1,1394915683,
1560,111,199,1,1394915697,
1561,199,97,1,1394915709,
1562,148,115,1,1394915720,
1563,172,181,0,1394916262,
1564,204,176,0,1394916295,
1565,207,183,0,1394916373,
1566,61,181,0,1394918857,
1567,183,212,0,1394918867,
1568,24,208,0,1394918886,
1569,175,193,0,1394918912,
1570,28,208,1,1394923243,
1571,214,163,1,1394923834,
1572,170,115,1,1394923853,
1573,39,33,1,1394923870,
1574,194,158,1,1394923898,
1575,35,50,1,1394923912,
1576,220,215,0,1394924251,
1577,189,158,1,1394954087,
1578,188,216,1,1394954116,
1579,134,79,1,1394954151,
1580,208,173,1,1394954180,
1581,187,110,1,1394954209,
1582,117,163,1,1394954236,
1583,192,50,1,1394954264,
1584,52,51,1,1394954288,
1585,148,52,1,1394954322,
1586,114,110,1,1394954350,
1587,17,103,1,1394954399,
1588,117,192,1,1394954461,
1589,56,79,1,1394954501,
1590,220,219,0,1394955273,
1591,205,215,0,1394955296,
1592,168,189,0,1394959869,
1593,115,105,0,1394968574,
1594,106,172,0,1394968620,
1595,199,68,0,1394968645,
1596,215,70,0,1394969119,
1597,177,70,1,1394970030,
1598,174,173,1,1394970258,
1599,211,92,1,1394973388,
1600,125,79,1,1394973396,
1601,151,62,1,1394973405,
1602,194,184,1,1394973412,
1603,202,111,1,1394973421,
1604,195,193,1,1394973430,
1605,182,193,1,1394973504,
1606,159,92,1,1394973511,
1607,105,173,1,1394973526,
1608,217,209,1,1394973539,
1609,218,183,1,1394973548,
1610,127,33,1,1394973555,
1611,92,163,1,1394973563,
1612,203,189,1,1394973570,
1613,214,94,1,1394973577,
1614,95,33,1,1394973584,
1615,96,113,1,1394973591,
1616,97,200,1,1394973598,
1617,125,181,1,1394973605,
1618,167,109,1,1394973612,
1619,207,167,1,1394973619,
1620,117,210,1,1394973677,
1621,217,94,1,1394973683,
1622,161,61,1,1394973690,
1623,182,52,1,1394973699,
1624,95,6,1,1394973705,
1625,111,7,1,1394973713,
1626,196,24,1,1394973719,
1627,112,17,1,1394973725,
1628,202,166,1,1394973731,
1629,206,148,1,1394973738,
1630,214,111,1,1394973744,
1631,199,193,1,1394973751,
1632,148,17,1,1394973760,
1633,114,24,1,1394973766,
1634,206,109,1,1394973773,
1635,70,17,1,1394973780,
1636,206,172,1,1394973787,
1637,204,202,1,1394973862,
1638,183,212,1,1394973868,
1639,43,21,1,1394973874,
1640,181,112,1,1394973881,
1641,216,212,1,1394973886,
1642,199,24,1,1394973892,
1643,116,96,1,1394973898,
1644,175,88,1,1394973904,
1645,28,88,0,1394975866,
1646,191,68,0,1394975906,
1647,30,109,0,1394975947,
1648,168,214,0,1394975987,
1649,115,108,0,1394976014,
1650,115,33,0,1394976039,
1651,88,200,0,1394987924,
1652,195,39,0,1394987961,
1653,161,215,0,1394987989,
1654,210,205,0,1394988026,
1655,195,33,1,1394994550,
1656,174,43,1,1394994557,
1657,205,158,1,1394994564,
1658,216,61,1,1394994570,
1659,107,134,1,1394994577,
1660,208,209,1,1394994584,
1661,187,200,1,1394994593,
1662,163,51,1,1394994607,
1663,50,158,1,1394994618,
1664,187,51,1,1394994628,
1665,6,52,1,1394994639,
1666,119,110,1,1394994654,
1667,113,103,1,1394994662,
1668,206,192,1,1394994668,
1669,56,52,1,1394994674,
1670,153,194,1,1394994679,
1671,219,216,1,1394994687,
1672,205,61,1,1394994699,
1673,207,60,1,1394994705,
1674,107,61,1,1394994721,
1675,211,62,1,1394994727,
1676,189,76,1,1394994734,
1677,199,170,1,1394994740,
1678,151,65,1,1394994746,
1679,96,105,1,1394994752,
1680,76,106,1,1394994759,
1681,134,68,1,1394994767,
1682,6,188,1,1394994775,
1683,70,61,1,1394994780,
1684,107,17,1,1394994787,
1685,205,177,1,1394994795,
1686,176,61,1,1394994802,
1687,174,209,1,1394994808,
1688,168,177,1,1394994814,
1689,161,76,1,1394994821,
1690,201,189,1,1394994828,
1691,211,125,1,1394994835,
1692,79,17,1,1394994841,
1693,151,76,1,1394994846,
1694,39,184,1,1394994852,
1695,202,159,1,1394994859,
1696,212,195,1,1394994866,
1697,214,193,1,1394994872,
1698,127,159,1,1394994878,
1699,177,173,1,1394994884,
1700,219,119,1,1394994891,
1701,70,88,1,1394994897,
1702,209,187,1,1394994903,
1703,218,189,1,1394994911,
1704,127,183,1,1394994920,
1705,92,213,1,1394994928,
1706,52,203,1,1394994935,
1707,176,94,1,1394994942,
1708,110,95,1,1394994947,
1709,96,7,1,1394994953,
1710,21,97,1,1394994962,
1711,125,115,1,1394994970,
1712,103,167,1,1394994977,
1713,222,207,1,1394994995,
1714,117,95,1,1394995034,
1715,113,188,1,1394995041,
1716,217,111,1,1394995047,
1717,163,161,1,1394995055,
1718,238,182,1,1394995064,
1719,196,6,1,1394995094,
1720,235,7,1,1394995104,
1721,196,161,1,1394995110,
1722,70,112,1,1394995116,
1723,217,166,1,1394995124,
1724,204,206,1,1394995135,
1725,111,183,1,1394995143,
1726,199,237,1,1394995154,
1727,148,7,1,1394995161,
1728,235,114,1,1394995172,
1729,232,170,1,1394995181,
1730,52,17,1,1394995188,
1731,236,184,1,1394995196,
1732,174,204,1,1394995203,
1733,206,183,1,1394995211,
1734,21,234,1,1394995219,
1735,195,181,1,1394995226,
1736,212,211,1,1394995232,
1737,222,24,1,1394995239,
1738,236,116,1,1394995246,
1739,175,56,1,1394995255,
1740,235,230,1,1394995264,
1741,234,167,1,1394996186,
1742,166,191,0,1394996556,
1743,210,115,0,1394996572,
1744,209,33,0,1394996585,
1745,194,184,0,1394996599,
1746,221,159,0,1394996615,
1747,108,33,0,1394996628,
1748,220,213,0,1394996642,
1749,194,238,0,1394996656,
1750,39,218,0,1394996680,
1751,215,183,0,1394996694,
1752,210,238,0,1394996709,
1753,212,213,0,1394996722,
1754,226,43,0,1394996738,
1755,235,161,0,1394996752,
1756,231,153,0,1394996768,
1757,175,208,1,1394998249,
1758,204,187,1,1394998281,
1759,163,217,1,1394998306,
1760,229,173,1,1394998377,
1761,170,52,1,1395000737,
1762,127,228,1,1395000779,
1763,224,103,1,1395001222,
1764,192,215,1,1395001446,
1765,56,224,1,1395004008,
1766,211,219,0,1395004127,
1767,222,153,1,1395005518,
1768,224,221,0,1395008722,
1769,233,116,0,1395008754,
1770,189,151,0,1395008781,
1771,166,170,0,1395008806,
1772,187,65,0,1395008830,
1773,234,239,0,1395008857,
1774,106,219,0,1395008891,
1775,188,24,0,1395011987,
1776,107,208,0,1395012768,
1777,176,213,0,1395013246,
1778,168,43,0,1395013300,
1779,113,201,0,1395023414,
1780,225,222,0,1395027388,
1781,151,210,0,1395027410,
1782,184,21,0,1395027437,
1783,182,202,0,1395027454,
1784,106,195,0,1395027473,
1785,229,88,0,1395029462,
1786,218,96,0,1395029497,
1787,127,183,0,1395029520,
1788,229,92,0,1395029543,
1789,203,223,0,1395029561,
1790,115,227,0,1395029579,
1791,168,95,0,1395029593,
1792,96,229,0,1395029602,
1793,223,175,0,1395029617,
1794,125,111,0,1395029630,
1795,222,167,0,1395029642,
1796,207,218,0,1395029649,
1797,228,117,0,1395029669,
1798,113,238,0,1395029686,
1799,217,175,0,1395029702,
1800,229,161,0,1395029716,
1801,218,182,0,1395029735,
1802,6,134,0,1395029742,
1803,224,7,0,1395029745,
1804,56,196,0,1395029749,
1805,201,112,0,1395029752,
1806,215,166,0,1395029754,
1807,113,206,0,1395029758,
1808,181,111,0,1395029761,
1809,223,199,0,1395029764,
1810,52,148,0,1395029767,
1811,116,114,0,1395029771,
1812,232,151,0,1395029775,
1813,17,24,0,1395029778,
1814,236,43,0,1395029781,
1815,210,204,0,1395029784,
1816,43,183,0,1395029788,
1817,17,21,0,1395029791,
1818,188,181,0,1395029795,
1819,212,114,0,1395029798,
1820,196,24,0,1395029802,
1821,166,116,0,1395029805,
1822,176,175,0,1395029807,
1823,230,208,0,1395029812,
1824,181,28,0,1395029814,
1825,239,191,0,1395029816,
1826,234,230,0,1395029820,
1827,214,127,0,1395029821,
1828,115,96,0,1395029824,
1829,33,188,0,1395029828,
1830,201,194,0,1395029830,
1831,221,115,0,1395029832,
1832,56,108,0,1395029836,
1833,56,108,0,1395029838,
1834,238,210,0,1395029853,
1835,237,39,0,1395029857,
1836,191,215,0,1395029860,
1837,240,210,0,1395029863,
1838,213,125,0,1395029866,
1839,43,211,0,1395029869,
1840,235,187,0,1395029872,
1841,231,108,0,1395029875,
1842,134,166,0,1395029877,
1843,208,183,0,1395029882,
1844,187,215,0,1395029888,
1845,166,163,0,1395029892,
1846,225,234,0,1395029947,
1847,52,233,0,1395029950,
1848,192,228,0,1395029952,
1849,192,203,0,1395031713,
1850,56,21,0,1395031740,
1851,153,214,0,1395031764,
1852,219,153,0,1395031802,
1853,205,201,0,1395031846,
1854,228,60,0,1395031876,
1855,224,153,0,1395031906,
1856,233,173,0,1395031946,
1857,170,218,0,1395035336,
1858,231,65,0,1395035379,
1859,209,239,0,1395035430,
1860,189,106,0,1395035488,
1861,240,167,0,1395035516,
1862,166,188,0,1395035553,
1863,231,70,0,1395035585,
1864,217,107,0,1395035608,
1865,177,43,0,1395035615,
1866,174,127,0,1395035700,
1867,117,226,0,1395035992,
1868,134,211,0,1395036074,
1869,151,229,0,1395040074,
1870,219,159,0,1395042433,
1871,153,173,0,1395042458,
1872,119,111,0,1395042480,
1873,88,206,0,1395042502,
1874,209,230,0,1395042524,
1875,238,127,0,1395043564,
1876,153,92,0,1395043668,
1877,227,161,0,1395044425,
1878,95,189,0,1395044456,
1879,96,39,0,1395044479,
1880,127,202,1,1395047626,
1881,167,159,1,1395047662,
1882,240,207,1,1395047691,
1883,117,65,1,1395047719,
1884,221,217,0,1395049246,
1885,96,161,0,1395049292,
1886,7,168,0,1395049370,
1887,230,166,0,1395049439,
1888,206,229,0,1395049497,
1889,151,111,0,1395049553,
1890,199,187,0,1395049587,
1891,33,114,0,1395049660,
1892,232,233,0,1395049683,
1893,17,119,0,1395049712,
1894,236,181,0,1395049762,
1895,24,204,0,1395049878,
1896,181,183,0,1395049893,
1897,21,201,0,1395049921,
1898,181,223,0,1395050005,
1899,196,212,0,1395050020,
1900,222,24,0,1395050036,
1901,192,116,0,1395050051,
1902,175,221,0,1395050070,
1903,230,187,0,1395050104,
1904,28,234,0,1395050139,
1905,191,127,0,1395050169,
1906,214,215,1,1395050358,
1907,222,115,1,1395050384,
1908,33,211,1,1395050405,
1909,194,28,1,1395050428,
1910,203,234,0,1395050432,
1911,222,108,0,1395050453,
1912,39,230,1,1395051104,
1913,184,215,1,1395051125,
1914,229,210,1,1395051145,
1915,43,173,0,1395051207,
1916,236,235,0,1395051257,
1917,215,231,0,1395051286,
1918,208,213,0,1395052973,
1919,163,203,0,1395052992,
1920,33,229,0,1395053018,
1921,168,225,0,1395053036,
1922,52,116,0,1395053053,
1923,228,204,0,1395053072,
1924,96,103,0,1395053089,
1925,192,116,0,1395053105,
1926,56,208,0,1395053127,
1927,153,21,0,1395053144,
1928,127,219,0,1395053185,
1929,205,177,0,1395053205,
1930,229,60,0,1395053225,
1931,224,206,0,1395053253,
1932,17,189,0,1395055593,
1933,103,170,0,1395055659,
1934,201,106,0,1395058916,
1935,188,189,1,1395059632,
1936,70,43,1,1395059664,
1937,206,107,1,1395059705,
1938,114,176,1,1395059921,
1939,207,174,1,1395060104,
1940,21,211,0,1395061676,
1941,151,161,1,1395062100,
1942,184,168,1,1395062141,
1943,202,176,1,1395062211,
1944,237,108,0,1395063892,
1945,202,159,0,1395063914,
1946,173,234,0,1395063941,
1947,119,103,0,1395063967,
1948,88,196,0,1395063991,
1949,7,218,0,1395064012,
1950,92,39,0,1395064195,
1951,65,203,0,1395064218,
1952,227,103,0,1395064242,
1953,106,95,0,1395064266,
1954,236,223,0,1395064439,
1955,125,208,0,1395064479,
1956,167,191,0,1395064520,
1957,207,103,0,1395064533,
1958,211,113,0,1395066542,
1959,217,60,0,1395066564,
1960,161,166,0,1395066580,
1961,7,119,1,1395066840,
1962,112,243,0,1395069604,
1963,125,206,0,1395069624,
1964,245,217,1,1395073595,
1965,249,148,1,1395073621,
1966,259,168,1,1395073646,
1967,232,182,1,1395073670,
1968,6,17,1,1395073695,
1969,183,177,1,1395074279,
1970,226,21,1,1395074300,
1971,181,111,1,1395074324,
1972,230,260,0,1395076364,
1973,7,175,0,1395076856,
1974,209,119,1,1395076889,
1975,263,52,0,1395076894,
1976,183,28,1,1395076905,
1977,267,205,0,1395076917,
1978,277,201,1,1395076927,
1979,214,96,0,1395076942,
1980,269,232,1,1395076948,
1981,248,194,1,1395076986,
1982,232,33,0,1395076991,
1983,221,233,1,1395076999,
1984,220,233,1,1395077023,
1985,273,238,1,1395077038,
1986,39,111,1,1395077051,
1987,195,262,1,1395077067,
1988,187,210,1,1395077080,
1989,274,209,1,1395077095,
1990,194,43,1,1395077107,
1991,235,187,1,1395077124,
1992,231,203,1,1395077137,
1993,134,174,1,1395077152,
1994,208,6,1,1395077172,
1995,245,187,1,1395077211,
1996,187,163,1,1395077233,
1997,276,229,1,1395077248,
1998,245,52,1,1395077429,
1999,228,263,1,1395077444,
2000,272,103,1,1395077467,
2001,56,176,1,1395079192,
2002,153,56,1,1395079524,
2003,222,272,1,1395083493,
2004,205,168,0,1395085396,
2005,268,226,0,1395087045,
2006,170,201,0,1395087074,
2007,65,92,0,1395087091,
2008,273,96,0,1395087143,
2009,265,272,0,1395087162,
2010,240,270,0,1395087180,
2011,188,265,0,1395087192,
2012,263,70,0,1395087203,
2013,266,117,0,1395087216,
2014,177,233,0,1395087227,
2015,264,176,0,1395087248,
2016,270,168,0,1395111332,
2017,273,226,0,1395111351,
2018,271,184,0,1395116004,
2019,174,222,0,1395116049,
2020,151,163,0,1395116078,
2021,17,202,1,1395135100,
2022,92,119,1,1395140147,
2023,291,112,1,1395140188,
2024,209,229,1,1395140223,
2025,127,287,1,1395140305,
2026,127,125,1,1395140338,
2027,92,207,1,1395140359,
2028,283,103,1,1395140376,
2029,227,209,1,1395140383,
2030,96,6,1,1395140405,
2031,290,292,1,1395140407,
2032,286,281,1,1395140431,
2033,39,125,1,1395140443,
2034,287,264,1,1395140455,
2035,207,196,1,1395140473,
2036,236,113,1,1395140520,
2037,161,285,1,1395140548,
2038,296,161,1,1395140577,
2039,182,111,1,1395140675,
2040,214,6,1,1395140701,
2041,208,112,0,1395142140,
2042,292,289,0,1395142172,
2043,231,111,0,1395143802,
2044,196,112,0,1395145705,
2045,202,259,0,1395145734,
2046,263,232,0,1395145760,
2047,17,195,0,1395145796,
2048,127,282,0,1395159819,
2049,183,163,0,1395159840,
2050,289,181,0,1395159863,
2051,181,240,0,1395159884,
2052,276,175,0,1395159906,
2053,288,148,0,1395159930,
2054,127,116,0,1395159952,
2055,175,153,0,1395159970,
2056,33,263,0,1395159991,
2057,183,28,0,1395160011,
2058,267,119,0,1395160028,
2059,277,292,0,1395160048,
2060,214,206,0,1395160066,
2061,161,269,0,1395160087,
2062,274,33,0,1395160100,
2063,194,7,0,1395160118,
2064,52,28,1,1395160207,
2065,236,108,1,1395160214,
2066,153,220,1,1395160222,
2067,298,269,1,1395160230,
2068,39,112,1,1395160236,
2069,295,214,1,1395160244,
2070,299,210,1,1395160254,
2071,175,274,1,1395160260,
2072,296,299,1,1395160268,
2073,235,195,1,1395160275,
2074,175,231,1,1395160281,
2075,134,6,1,1395160287,
2076,208,192,1,1395160292,
2077,229,236,0,1395165264,
2078,229,236,0,1395165265,
2079,286,228,0,1395171199,
2080,161,103,0,1395171219,
2081,192,184,0,1395171252,
2082,281,187,1,1395174593,
2083,271,219,0,1395177563,
2084,294,298,0,1395180210,
2085,224,168,0,1395180239,
2086,289,300,0,1395180265,
2087,240,268,0,1395180287,
2088,170,33,0,1395180313,
2089,168,65,0,1395180341,
2090,273,28,0,1395180372,
2091,273,28,0,1395180375,
2092,70,39,0,1395180750,
2093,274,176,0,1395181980,
2094,240,174,1,1395182015,
2095,192,296,0,1395182191,
